Orthography	Transcription
CRUTCHLEY	k.r.ʌ.tʃ.l.i
CRUTE	k.r.u.t
CRUTHIRDS	k.r.ʌ.θ.ɚ.d.z
CRUX	k.r.ʌ.k.s
CRUZ	k.r.u.z
CRUZ'S	k.r.u.z.ɪ.z
CRUZADO	k.r.u.z.ɑ.d.oʊ
CRUZADOS	k.r.u.z.ɑ.d.oʊ.s
CRUZAN	k.r.u.z.ʌ.n
CRUZAN(1)	k.r.u.z.æ.n
CRUZE	k.r.u.z
CRUZEN	k.r.u.z.ʌ.n
CRY	k.r.aɪ
CRYAN	k.r.aɪ.ʌ.n
CRYBABY	k.r.aɪ.b.eɪ.b.i
CRYDER	k.r.aɪ.d.ɚ
CRYDERMAN	k.r.aɪ.d.ɚ.m.ʌ.n
CRYE	k.r.aɪ
CRYER	k.r.aɪ.ɚ
CRYING	k.r.aɪ.ɪ.ŋ
CRYMES	k.r.aɪ.m.z
CRYOGENIC	k.r.aɪ.ʌ.dʒ.ɛ.n.ɪ.k
CRYOGENICS	k.r.aɪ.ʌ.dʒ.ɛ.n.ɪ.k.s
CRYOLITE	k.r.aɪ.ʌ.l.aɪ.t
CRYPT	k.r.ɪ.p.t
CRYPTIC	k.r.ɪ.p.t.ɪ.k
CRYPTO	k.r.ɪ.p.t.oʊ
CRYPTOCLEARANCE	k.r.ɪ.p.t.oʊ.l.ɪ.r.ʌ.n.s
CRYPTOSPORIDIUM	k.r.ɪ.p.t.oʊ.s.p.ɔ.r.ɪ.d.i.ʌ.m
CRYPTS	k.r.ɪ.p.t.s
CRYSLER	k.r.ɪ.s.ʌ.l.ɚ
CRYSLER(1)	k.r.ɪ.s.l.ɚ
CRYSTAL	k.r.ɪ.s.t.ʌ.l
CRYSTAL'S	k.r.ɪ.s.t.ʌ.l.z
CRYSTALLINE	k.r.ɪ.s.t.ʌ.l.aɪ.n
CRYSTALLIZE	k.r.ɪ.s.t.ʌ.l.aɪ.z
CRYSTALLIZED	k.r.ɪ.s.t.ʌ.l.aɪ.z.d
CRYSTALLIZES	k.r.ɪ.s.t.ʌ.l.aɪ.z.ɪ.z
CRYSTALLIZING	k.r.ɪ.s.t.ʌ.l.aɪ.z.ɪ.ŋ
CRYSTALLOGRAPHER	k.r.ɪ.s.t.ʌ.l.ɑ.g.r.ʌ.f.ɚ
CRYSTALLOGRAPHY	k.r.ɪ.s.t.ʌ.l.ɑ.g.r.ʌ.f.i
CRYSTALS	k.r.ɪ.s.t.ʌ.l.z
CRYSTER	k.r.aɪ.s.t.ɚ
CRYTZER	k.r.aɪ.t.z.ɚ
CSAR	z.ɑ.r
CSASZAR	t.s.ɑ.ʃ.ɑ.r
CSI	s.i.ɛ.s.aɪ
CSPAN	s.i.s.p.æ.n
CSPI	s.i.ɛ.s.p.i.aɪ
CT	k.ɔ.r.t
CUADRA	k.u.ɑ.d.r.ʌ
CUADRADO	k.u.ɑ.d.r.ɑ.d.oʊ
CUAJONE	k.j.u.ʌ.dʒ.oʊ.n
CUAUHTEMOC	k.j.u.aʊ.t.ʌ.m.ɑ.k
CUB	k.ʌ.b
CUBA	k.j.u.b.ʌ
CUBA'S	k.j.u.b.ʌ.z
CUBAN	k.j.u.b.ʌ.n
CUBANS	k.j.u.b.ʌ.n.z
CUBBAGE	k.ʌ.b.ɪ.dʒ
CUBBIES	k.ʌ.b.i.z
CUBBISON	k.ʌ.b.ɪ.s.ʌ.n
CUBBYHOLE	k.ʌ.b.i.h.oʊ.l
CUBE	k.j.u.b
CUBED	k.j.u.b.d
CUBES	k.j.u.b.z
CUBIC	k.j.u.b.ɪ.k
CUBIC'S	k.j.u.b.ɪ.k.s
CUBICLE	k.j.u.b.ɪ.k.ʌ.l
CUBICLES	k.j.u.b.ɪ.k.ʌ.l.z
CUBISM	k.j.u.b.ɪ.z.ʌ.m
CUBIST	k.j.u.b.ɪ.s.t
CUBIT	k.j.u.b.ɪ.t
CUBS	k.ʌ.b.z
CUBS'	k.ʌ.b.z
CUCCARO	k.u.k.ɑ.r.oʊ
CUCCHI	k.u.k.i
CUCCHIARA	k.u.k.i.ɑ.r.ʌ
CUCCI	k.u.tʃ.i
CUCCIA	k.u.tʃ.ʌ
CUCCIO	k.u.tʃ.i.oʊ
CUCKOO	k.ʌ.k.u
CUCKOO(1)	k.u.k.u
CUCKOO'S	k.u.k.u.z
CUCKOOS	k.u.k.u.z
CUCO	k.u.k.oʊ
CUCUMBER	k.j.u.k.ʌ.m.b.ɚ
CUCUMBERS	k.j.u.k.ʌ.m.b.ɚ.z
CUDAHY	k.ʌ.d.ʌ.h.i
CUDD	k.ʌ.d
CUDDEBACK	k.ʌ.d.b.æ.k
CUDDIHY	k.ʌ.d.ɪ.h.i
CUDDLE	k.ʌ.d.ʌ.l
CUDDLED	k.ʌ.d.ʌ.l.d
CUDDLING	k.ʌ.d.l.ɪ.ŋ
CUDDLY	k.ʌ.d.l.i
CUDDY	k.ʌ.d.i
CUDE	k.j.u.d
CUDGEL	k.ʌ.dʒ.ʌ.l
CUDGELS	k.ʌ.dʒ.ʌ.l.z
CUDMORE	k.ʌ.d.m.ɔ.r
CUDNEY	k.ʌ.d.n.i
CUDWORTH	k.ʌ.d.w.ɚ.θ
CUE	k.j.u
CUED	k.j.u.d
CUELLAR	k.j.u.l.ɚ
CUELLO	k.u.ɛ.l.oʊ
CUENCA	k.w.ɛ.n.k.ʌ
CUERO	k.w.ɛ.r.oʊ
CUERVO	k.ʊ.r.v.oʊ
CUES	k.j.u.z
CUESTA	k.w.ɛ.s.t.ʌ
CUETO	k.w.ɛ.t.oʊ
CUEVA	k.w.ɛ.v.ʌ
CUEVAS	k.w.ɛ.v.ɑ.z
CUFF	k.ʌ.f
CUFFE	k.ʌ.f
CUFFED	k.ʌ.f.t
CUFFEE	k.ʌ.f.i
CUFFS	k.ʌ.f.s
CUGINI	k.u.dʒ.i.n.i
CUHNEY	k.u.n.i
CUIDADO	k.w.i.d.æ.d.oʊ
CUING	k.j.u.ɪ.ŋ
CUISINART	k.w.i.s.ɪ.n.ɑ.r.t
CUISINARTS	k.w.i.z.ɪ.n.ɑ.r.t.s
CUISINE	k.w.ɪ.z.i.n
CUISINES	k.w.ɪ.z.i.n.z
CUL	k.ʌ.l
CULBERSON	k.ʌ.l.b.ɚ.s.ʌ.n
CULBERT	k.ʌ.l.b.ɚ.t
CULBERTSON	k.ʌ.l.b.ɚ.t.s.ʌ.n
CULBREATH	k.ʌ.l.b.r.ɛ.θ
CULBRETH	k.ʌ.l.b.r.ɪ.θ
CULBRO	k.ʌ.l.b.r.oʊ
CULEX	k.j.u.l.ɛ.k.s
CULHANE	k.ʌ.l.h.eɪ.n
CULINARY	k.j.u.l.ɪ.n.ɛ.r.i
CULINOVA	k.j.u.l.ɪ.n.oʊ.v.ʌ
CULKIN	k.ʌ.l.k.ɪ.n
CULL	k.ʌ.l
CULLAN	k.ʌ.l.ʌ.n
CULLED	k.ʌ.l.d
CULLEN	k.ʌ.l.ʌ.n
CULLENS	k.ʌ.l.ʌ.n.z
CULLER	k.ʌ.l.ɚ
CULLER'S	k.ʌ.l.ɚ.z
CULLERS	k.ʌ.l.ɚ.z
CULLERTON	k.ʌ.l.ɚ.t.ʌ.n
CULLERTON'S	k.ʌ.l.ɚ.t.ʌ.n.z
CULLET	k.ʌ.l.ʌ.t
CULLETON	k.u.l.ɪ.t.ɑ.n
CULLEY	k.ʌ.l.i
CULLIFER	k.ʌ.l.ɪ.f.ɚ
CULLIGAN	k.ʌ.l.ɪ.g.ʌ.n
CULLIMORE	k.ʌ.l.i.m.ɔ.r
CULLIN	k.ʌ.l.ɪ.n
CULLINAN	k.ʌ.l.ɪ.n.ʌ.n
CULLINANE	k.ʌ.l.ɪ.n.eɪ.n
CULLINET	k.ʌ.l.ɪ.n.ɛ.t
CULLING	k.ʌ.l.ɪ.ŋ
CULLINS	k.ʌ.l.ɪ.n.z
CULLIPHER	k.ʌ.l.ɪ.f.ɚ
CULLISON	k.ʌ.l.ɪ.s.ʌ.n
CULLMAN	k.ʌ.l.m.ʌ.n
CULLOM	k.ʌ.l.ʌ.m
CULLOP	k.ʌ.l.ʌ.p
CULLUD	k.ʌ.l.ʌ.d
CULLUM	k.ʌ.l.ʌ.m
CULLUM'S	k.ʌ.l.ʌ.m.z
CULLY	k.ʌ.l.i
CULMER	k.ʌ.l.m.ɚ
CULMINATE	k.ʌ.l.m.ɪ.n.eɪ.t
CULMINATED	k.ʌ.l.m.ʌ.n.eɪ.t.ʌ.d
CULMINATED(1)	k.ʌ.l.m.ʌ.n.eɪ.t.ɪ.d
CULMINATES	k.ʌ.l.m.ɪ.n.eɪ.t.s
CULMINATING	k.ʌ.l.m.ʌ.n.eɪ.t.ɪ.ŋ
CULMINATION	k.ʌ.l.m.ʌ.n.eɪ.ʃ.ʌ.n
CULP	k.ʌ.l.p
CULPA	k.ʌ.l.p.ʌ
CULPABILITY	k.ʌ.l.p.ʌ.b.ɪ.l.ɪ.t.i
CULPABLE	k.ʌ.l.p.ʌ.b.ʌ.l
CULPEPPER	k.ʌ.l.p.ɪ.p.ɚ
CULPRIT	k.ʌ.l.p.r.ɪ.t
CULPRITS	k.ʌ.l.p.r.ɪ.t.s
CULT	k.ʌ.l.t
CULT'S	k.ʌ.l.t.s
CULTIC	k.ʌ.l.t.ɪ.k
CULTIST	k.ʌ.l.t.ʌ.s.t
CULTIST(1)	k.ʌ.l.t.ɪ.s.t
CULTISTS	k.ʌ.l.t.ɪ.s.t.s
CULTIVATE	k.ʌ.l.t.ʌ.v.eɪ.t
CULTIVATED	k.ʌ.l.t.ʌ.v.eɪ.t.ɪ.d
CULTIVATES	k.ʌ.l.t.ɪ.v.eɪ.t.s
CULTIVATING	k.ʌ.l.t.ɪ.v.eɪ.t.ɪ.ŋ
CULTIVATION	k.ʌ.l.t.ɪ.v.eɪ.ʃ.ʌ.n
CULTON	k.ʌ.l.t.ʌ.n
CULTS	k.ʌ.l.t.s
CULTURAL	k.ʌ.l.tʃ.ɚ.ʌ.l
CULTURALISM	k.ʌ.l.tʃ.ɚ.ʌ.l.ɪ.z.ʌ.m
CULTURALLY	k.ʌ.l.tʃ.ɚ.ʌ.l.i
CULTURE	k.ʌ.l.tʃ.ɚ
CULTURE'S	k.ʌ.l.tʃ.ɚ.z
CULTURED	k.ʌ.l.tʃ.ɚ.d
CULTURES	k.ʌ.l.tʃ.ɚ.z
CULTURING	k.ʌ.l.tʃ.ɚ.ɪ.ŋ
CULVAHOUSE	k.ʌ.l.v.ʌ.h.aʊ.s
CULVER	k.ʌ.l.v.ɚ
CULVER'S	k.ʌ.l.v.ɚ.z
CULVERHOUSE	k.ʌ.l.v.ɚ.h.aʊ.s
CULVERHOUSE'S	k.ʌ.l.v.ɚ.h.aʊ.s.ɪ.z
CULVERT	k.ʌ.l.v.ɚ.t
CULWELL	k.ʌ.l.w.ɛ.l
CUL_DE_SAC	k.ʌ.l.d.ɪ.s.æ.k
CUM	k.ʌ.m
CUMBEE	k.ʌ.m.b.i
CUMBER	k.ʌ.m.b.ɚ
CUMBERBATCH	k.ʌ.m.b.ɚ.b.æ.tʃ
CUMBERLAND	k.ʌ.m.b.ɚ.l.ʌ.n.d
CUMBERLEDGE	k.ʌ.m.b.ɚ.l.ɛ.dʒ
CUMBERSOME	k.ʌ.m.b.ɚ.s.ʌ.m
CUMBIA	k.ʌ.m.b.i.ʌ
CUMBIAS	k.ʌ.m.b.i.ʌ.z
CUMBIE	k.ʌ.m.b.i
CUMBO	k.ʌ.m.b.oʊ
CUMBY	k.ʌ.m.b.i
CUMIN	k.j.u.m.ʌ.n
CUMINGS	k.u.m.ɪ.ŋ.z
CUMMING	k.ʌ.m.ɪ.ŋ
CUMMINGS	k.ʌ.m.ɪ.ŋ.z
CUMMINGTON	k.ʌ.m.ɪ.ŋ.t.ʌ.n
CUMMINS	k.ʌ.m.ɪ.n.z
CUMMINS'S	k.ʌ.m.ɪ.n.z.ɪ.z
CUMMISKEY	k.ʌ.m.ɪ.s.k.i
CUMMOCK	k.ʌ.m.ɔ.k
CUMPSTON	k.ʌ.m.p.s.t.ʌ.n
CUMPTON	k.ʌ.m.p.t.ʌ.n
CUMULATIVE	k.j.u.m.j.ʌ.l.ʌ.t.ɪ.v
CUMULATIVELY	k.j.u.m.j.ʌ.l.ʌ.t.ɪ.v.l.i
CUNANAN	k.j.u.n.æ.n.ʌ.n
CUNANAN'S	k.j.u.n.æ.n.ʌ.n.z
CUNARD	k.j.u.n.ɚ.d
CUNDALL	k.ʌ.n.d.ʌ.l
CUNDARI	k.u.n.d.ɑ.r.i
CUNDIFF	k.ʌ.n.d.ɪ.f
CUNDILL	k.ʌ.n.d.ɪ.l
CUNDY	k.ʌ.n.d.i
CUNEIFORM	k.j.u.n.i.ʌ.f.ɔ.r.m
CUNEO	k.j.u.n.i.oʊ
CUNHA	k.u.ŋ.ʌ
CUNLIFFE	k.ʌ.n.l.ɪ.f
CUNNANE	k.ʌ.n.ʌ.n
CUNNEEN	k.ʌ.n.i.n
CUNNIFF	k.ʌ.n.ɪ.f
CUNNILINGUS	k.ʌ.n.ʌ.l.ɪ.ŋ.g.ʌ.s
CUNNING	k.ʌ.n.ɪ.ŋ
CUNNINGHAM	k.ʌ.n.ɪ.ŋ.h.æ.m
CUNNINGHAM'S	k.ʌ.n.ɪ.ŋ.h.æ.m.z
CUNNINGTON	k.ʌ.n.ɪ.ŋ.t.ʌ.n
CUNT	k.ʌ.n.t
CUNY	k.j.u.n.i
CUOCO	k.w.oʊ.k.oʊ
CUOMO	k.w.oʊ.m.oʊ
CUOMO'S	k.w.oʊ.m.oʊ.z
CUONG	k.w.ɔ.ŋ
CUOZZO	k.w.oʊ.z.oʊ
CUP	k.ʌ.p
CUPBOARD	k.ʌ.b.ɚ.d
CUPBOARDS	k.ʌ.b.ɚ.d.z
CUPCAKE	k.ʌ.p.k.eɪ.k
CUPCAKES	k.ʌ.p.k.eɪ.k.s
CUPEROSE	k.u.p.ɚ.oʊ.z
CUPERTINO	k.u.p.ɚ.t.i.n.oʊ
CUPID	k.j.u.p.ɪ.d
CUPIDITY	k.j.u.p.ɪ.d.ɪ.t.i
CUPIDS	k.j.u.p.ɪ.d.z
CUPIT	k.j.u.p.ɪ.t
CUPO	k.j.u.p.oʊ
CUPOLA	k.ʌ.p.oʊ.l.ʌ
CUPP	k.ʌ.p
CUPPETT	k.ʌ.p.ɪ.t
CUPPLES	k.ʌ.p.ʌ.l.z
CUPPS	k.ʌ.p.s
CUPPY	k.ʌ.p.i
CUPS	k.ʌ.p.s
CUR	k.ɚ
CURABLE	k.j.ʊ.r.ʌ.b.ʌ.l
CURACAO	k.j.ʊ.r.ʌ.s.aʊ
CURARE	k.j.u.r.æ.r.eɪ
CURARI	k.j.u.r.æ.r.eɪ
CURATE	k.j.ʊ.r.ʌ.t
CURATIVE	k.j.ʊ.r.ʌ.t.ɪ.v
CURATOLO	k.ʊ.r.ɑ.t.oʊ.l.oʊ
CURATOR	k.j.ʊ.r.eɪ.t.ɚ
CURATOR(1)	k.j.ʊ.r.ʌ.t.ɚ
CURATOR'S	k.j.ʊ.r.eɪ.t.ɚ.z
CURATOR'S(1)	k.j.ʊ.r.ʌ.t.ɚ.z
CURATORIAL	k.j.ʊ.r.ʌ.t.ɔ.r.i.ʌ.l
CURATORS	k.j.ʊ.r.ʌ.t.ɚ.z
CURATORS(1)	k.j.ʊ.r.eɪ.t.ɚ.z
CURB	k.ɚ.b
CURBED	k.ɚ.b.d
CURBELO	k.ʊ.r.b.ɛ.l.oʊ
CURBING	k.ɚ.b.ɪ.ŋ
CURBOW	k.ɚ.b.oʊ
CURBS	k.ɚ.b.z
CURBSIDE	k.ɚ.b.s.aɪ.d
CURBSTONE	k.ɚ.b.s.t.oʊ.n
CURBY	k.ɚ.b.i
CURCI	k.ʊ.r.tʃ.i
CURCIO	k.ʊ.r.tʃ.i.oʊ
CURCURU	k.ʊ.r.k.ʊ.r.u
CURD	k.ɚ.d
CURE	k.j.ʊ.r
CURED	k.j.ʊ.r.d
CURES	k.j.ʊ.r.z
CURETON	k.j.ʊ.r.t.ʌ.n
CURFEW	k.ɚ.f.j.u
CURFEWS	k.ɚ.f.j.u.z
CURFMAN	k.ɚ.f.m.ʌ.n
CURIALE	k.ʊ.r.i.ɑ.l.i
CURIE	k.j.ʊ.r.i
CURIE(1)	k.j.ʊ.r.i
CURIEL	k.j.u.r.i.l
CURING	k.j.ʊ.r.ɪ.ŋ
CURINGTON	k.j.ʊ.r.ɪ.ŋ.t.ʌ.n
CURIO	k.j.ʊ.r.i.oʊ
CURIOS	k.j.ʊ.r.i.oʊ.z
CURIOSITIES	k.j.ʊ.r.i.ɑ.s.ʌ.t.i.z
CURIOSITY	k.j.ʊ.r.i.ɑ.s.ʌ.t.i
CURIOUS	k.j.ʊ.r.i.ʌ.s
CURIOUSER	k.j.ʊ.r.i.ʌ.s.ɚ
CURIOUSLY	k.j.ʊ.r.i.ʌ.s.l.i
CURITIBA	k.j.ʊ.ɪ.t.i.b.ʌ
CURL	k.ɚ.l
CURLE	k.ɔ.r.ʌ.l
CURLED	k.ɚ.l.d
CURLEE	k.ɚ.l.i
CURLER	k.ɚ.l.ɚ
CURLERS	k.ɚ.l.ɚ.z
CURLESS	k.ɚ.l.ʌ.s
CURLETT	k.ɚ.l.ɪ.t
CURLEY	k.ɚ.l.i
CURLICUE	k.ɚ.l.ɪ.k.j.u
CURLIN	k.ɚ.l.ɪ.n
CURLING	k.ɚ.l.ɪ.ŋ
CURLS	k.ɚ.l.z
CURLY	k.ɚ.l.i
CURMUDGEON	k.ɚ.m.ʌ.dʒ.ɪ.n
CURMUDGEONS	k.ɚ.m.ʌ.dʒ.ɪ.n.z
CURNOW	k.ɚ.n.oʊ
CURNUTT	k.ɚ.n.ʌ.t
CURNUTTE	k.ɚ.n.ʌ.t
CURRAGH	k.ʌ.r.ʌ
CURRAGH(1)	k.ɚ.ʌ
CURRAN	k.ɚ.ʌ.n
CURREN	k.ɚ.ʌ.n
CURRENCE	k.ɚ.ʌ.n.s
CURRENCIES	k.ɚ.ʌ.n.s.i.z
CURRENCIES'	k.ɚ.ɛ.n.s.i.z
CURRENCY	k.ɚ.ʌ.n.s.i
CURRENCY'S	k.ɚ.ʌ.n.s.i.z
CURRENCYWATCH	k.ɚ.ʌ.n.s.i.w.ɑ.tʃ
CURRENS	k.ɚ.ʌ.n.z
CURRENT	k.ɚ.ʌ.n.t
CURRENT(1)	k.ɚ.n.t
CURRENT(2)	k.ɑ.r.ʌ.n.t
CURRENT'S	k.ɚ.ʌ.n.t.s
CURRENTLY	k.ɚ.ʌ.n.t.l.i
CURRENTS	k.ɚ.ʌ.n.t.s
CURRERI	k.ʊ.r.ɛ.r.i
CURREY	k.ɚ.i
CURRICULA	k.ɚ.ɪ.k.j.ʌ.l.ɑ
CURRICULAR	k.ɚ.ɪ.k.j.ʌ.l.ɚ
CURRICULUM	k.ɚ.ɪ.k.j.ʌ.l.ʌ.m
CURRICULUMS	k.ɚ.ɪ.k.j.ʌ.l.ʌ.m.z
CURRIE	k.ɚ.i
CURRIED	k.ɚ.i.d
CURRIER	k.ɚ.i.ɚ
CURRIES	k.ɚ.i.z
CURRIN	k.ɔ.r.ɪ.n
CURRINGTON	k.ɚ.ɪ.ŋ.t.ʌ.n
CURRO	k.ʊ.r.oʊ
CURRY	k.ʌ.r.i
CURRY(1)	k.ɚ.i
CURRY'S	k.ʌ.r.i.z
CURRY'S(1)	k.ɚ.i.z
CURRYING	k.ɚ.i.ɪ.ŋ
CURRYS	k.ʌ.r.i.z
CURRYS(1)	k.ɚ.i.z
CURSE	k.ɚ.s
CURSED	k.ɚ.s.t
CURSES	k.ɚ.s.ɪ.z
CURSING	k.ɚ.s.ɪ.ŋ
CURSOR	k.ɚ.s.ɚ
CURSORY	k.ɚ.s.ɚ.i
CURT	k.ɚ.t
CURT'S	k.ɚ.t.s
CURTAIL	k.ɚ.t.eɪ.l
CURTAILED	k.ɚ.t.eɪ.l.d
CURTAILING	k.ɚ.t.eɪ.l.ɪ.ŋ
CURTAILMENT	k.ɚ.t.eɪ.l.m.ʌ.n.t
CURTAILMENTS	k.ɚ.t.eɪ.l.m.ʌ.n.t.s
CURTAILS	k.ɚ.t.eɪ.l.z
CURTAIN	k.ɚ.t.ʌ.n
CURTAINS	k.ɚ.t.ʌ.n.z
CURTI	k.ʊ.r.t.i
CURTICE	k.ʊ.r.t.ɪ.s
CURTIN	k.ɚ.t.ɪ.n
CURTIS	k.ɚ.t.ʌ.s
CURTIS(1)	k.ɚ.t.ɪ.s
CURTIS'	k.ɚ.t.ɪ.s
CURTISS	k.ɚ.t.ɪ.s
CURTLY	k.ɚ.t.l.i
CURTNER	k.ɚ.t.n.ɚ
CURTO	k.ʊ.r.t.oʊ
CURTRIGHT	k.ɚ.t.r.aɪ.t
CURTS	k.ɚ.t.s
CURTSINGER	k.ɚ.t.s.ɪ.n.dʒ.ɚ
CURTSY	k.ɚ.t.s.i
CURVATURE	k.ɚ.v.ʌ.tʃ.ɚ
CURVE	k.ɚ.v
CURVED	k.ɚ.v.d
CURVES	k.ɚ.v.z
CURVIN	k.ɚ.v.ɪ.n
CURVING	k.ɚ.v.ɪ.ŋ
CURVY	k.ɚ.v.i
CURZIO	k.ɚ.z.i.oʊ
CUS	k.ʌ.s
CUS(1)	s.i.j.u.ɛ.s
CUSACK	k.j.u.z.ʌ.k
CUSANO	k.u.s.ɑ.n.oʊ
CUSH	k.ʌ.ʃ
CUSH(1)	k.ʊ.ʃ
CUSHEY	k.ʊ.ʃ.i
CUSHING	k.ʊ.ʃ.ɪ.ŋ
CUSHION	k.ʊ.ʃ.ʌ.n
CUSHIONED	k.ʊ.ʃ.ʌ.n.d
CUSHIONING	k.ʊ.ʃ.ʌ.n.ɪ.ŋ
CUSHIONING(1)	k.ʊ.ʃ.n.ɪ.ŋ
CUSHIONS	k.ʊ.ʃ.ʌ.n.z
CUSHITIC	k.ʌ.ʃ.ɪ.t.ɪ.k
CUSHMAN	k.ʊ.ʃ.m.ʌ.n
CUSHY	k.ʊ.ʃ.i
CUSIANA	k.j.u.z.i.æ.n.ʌ
CUSIC	k.j.u.z.ɪ.k
CUSICK	k.j.u.z.ɪ.k
CUSIMANO	k.u.s.i.m.ɑ.n.oʊ
CUSIP	k.ʌ.s.ɪ.p
CUSIP(1)	k.j.u.s.ɪ.p
CUSK	k.ʌ.s.k
CUSMANO	k.u.s.m.ɑ.n.oʊ
CUSO	k.j.u.s.oʊ
CUSO(1)	k.u.s.oʊ
CUSO'S	k.j.u.s.oʊ.z
CUSO'S(1)	k.u.s.oʊ.z
CUSP	k.ʌ.s.p
CUSS	k.ʌ.s
CUSSED	k.ʌ.s.t
CUSSING	k.ʌ.s.ɪ.ŋ
CUSSON	k.ʌ.s.ʌ.n
CUSTARD	k.ʌ.s.t.ɚ.d
CUSTER	k.ʌ.s.t.ɚ
CUSTER'S	k.ʌ.s.t.ɚ.z
CUSTIS	k.ʌ.s.t.ɪ.s
CUSTODIAL	k.ʌ.s.t.oʊ.d.i.ʌ.l
CUSTODIAN	k.ʌ.s.t.oʊ.d.i.ʌ.n
CUSTODIANS	k.ʌ.s.t.oʊ.d.i.ʌ.n.z
CUSTODIO	k.u.s.t.oʊ.d.i.oʊ
CUSTODY	k.ʌ.s.t.ʌ.d.i
CUSTOM	k.ʌ.s.t.ʌ.m
CUSTOMARILY	k.ʌ.s.t.ʌ.m.ɛ.r.ʌ.l.i
CUSTOMARY	k.ʌ.s.t.ʌ.m.ɛ.r.i
CUSTOMER	k.ʌ.s.t.ʌ.m.ɚ
CUSTOMER'S	k.ʌ.s.t.ʌ.m.ɚ.z
CUSTOMERS	k.ʌ.s.t.ʌ.m.ɚ.z
CUSTOMERS'	k.ʌ.s.t.ʌ.m.ɚ.z
CUSTOMIZE	k.ʌ.s.t.ʌ.m.aɪ.z
CUSTOMIZED	k.ʌ.s.t.ʌ.m.aɪ.z.d
CUSTOMIZES	k.ʌ.s.t.ʌ.m.aɪ.z.ɪ.z
CUSTOMIZING	k.ʌ.s.t.ʌ.m.aɪ.z.ɪ.ŋ
CUSTOMS	k.ʌ.s.t.ʌ.m.z
CUSUMANO	k.u.s.u.m.ɑ.n.oʊ
CUT	k.ʌ.t
CUTAIA	k.u.t.ɑ.j.ʌ
CUTANEOUS	k.j.u.t.eɪ.n.i.ʌ.s
CUTAWAY	k.ʌ.t.ʌ.w.eɪ
CUTBACK	k.ʌ.t.b.æ.k
CUTBACKS	k.ʌ.t.b.æ.k.s
CUTBIRTH	k.ʌ.t.b.ɚ.θ
CUTCHALL	k.ʌ.tʃ.ʌ.l
CUTCHER	k.ʌ.tʃ.ɚ
CUTCHIN	k.ʌ.tʃ.ɪ.n
CUTCHINS	k.ʌ.tʃ.ɪ.n.z
CUTE	k.j.u.t
CUTENESS	k.j.u.t.n.ʌ.s
CUTER	k.j.u.t.ɚ
CUTESINESS	k.j.u.t.s.i.n.ɪ.s
CUTEST	k.j.u.t.ɪ.s.t
CUTESY	k.j.u.t.s.i
CUTHBERT	k.ʌ.θ.b.ɚ.t
CUTHBERTSON	k.ʌ.θ.b.ɚ.t.s.ʌ.n
CUTHRELL	k.ʌ.θ.r.ʌ.l
CUTICLE	k.j.u.t.ʌ.k.ʌ.l
CUTICLE(1)	k.j.u.t.ɪ.k.ʌ.l
CUTILLO	k.j.u.t.ɪ.l.oʊ
CUTLASS	k.ʌ.t.l.ʌ.s
CUTLER	k.ʌ.t.l.ɚ
CUTLER'S	k.ʌ.t.l.ɚ.z
CUTLERY	k.ʌ.t.l.ɚ.i
CUTLIP	k.ʌ.t.l.ɪ.p
CUTOFF	k.ʌ.t.ɔ.f
CUTOFFS	k.ʌ.t.ɔ.f.s
CUTOUT	k.ʌ.t.aʊ.t
CUTOUTS	k.ʌ.t.aʊ.t.s
CUTRALE	k.ʌ.t.r.eɪ.l
CUTRELL	k.ʌ.t.r.ʌ.l
CUTRER	k.ʌ.t.r.ɚ
CUTRIGHT	k.ʌ.t.r.aɪ.t
CUTRONA	k.u.t.r.oʊ.n.ʌ
CUTRONE	k.u.t.r.oʊ.n.i
CUTS	k.ʌ.t.s
CUTSFORTH	k.ʌ.t.s.f.ɔ.r.θ
CUTSHALL	k.ʌ.tʃ.ʌ.l
CUTSHAW	k.ʌ.tʃ.ɔ
CUTSINGER	k.ʌ.t.s.ɪ.n.dʒ.ɚ
CUTTER	k.ʌ.t.ɚ
CUTTERS	k.ʌ.t.ɚ.z
CUTTHROAT	k.ʌ.t.θ.r.oʊ.t
CUTTING	k.ʌ.t.ɪ.ŋ
CUTTING-EDGE	k.ʌ.t.ɪ.ŋ.ɛ.dʒ
CUTTINGS	k.ʌ.t.ɪ.ŋ.z
CUTTINO	k.u.t.i.n.oʊ
CUTTLEFISH	k.ʌ.t.ʌ.l.f.ɪ.ʃ
CUTTS	k.ʌ.t.s
CUTTY	k.ʌ.t.i
CUTUGNO	k.j.u.t.ʌ.n.j.oʊ
CUTWORM	k.ʌ.t.w.ɚ.m
CUTWORMS	k.ʌ.t.w.ɚ.m.z
CUVELIER	k.j.u.v.l.i.ɚ
CUYAHOGA	k.aɪ.ʌ.h.oʊ.g.ʌ
CUYLER	k.aɪ.l.ɚ
CUZZORT	k.ʌ.z.ɚ.t
CWIERTNIA	k.w.i.r.t.n.i.ʌ
CWIK	k.w.ɪ.k
CWIKLA	k.w.ɪ.k.l.ʌ
CWIKLINSKI	k.w.ɪ.k.l.ɪ.n.s.k.i
CWYNAR	k.w.ɪ.n.ɚ
CXC	s.i.ɛ.k.s.s.i
CXC(1)	s.i.ɛ.k.s.i
CY	s.aɪ
