Orthography	Transcription
BEBBER	b.ɛ1.b.ɚ0
BEBBITS	b.ɛ1.b.ʌ0.t.s
BEBE	b.i1.b.i0
BEBE'S	b.i1.b.i0.z
BEBEAR	b.ʌ0.b.ɪ1.ɹ
BEBEAU	b.ɪ0.b.oʊ1
BEBEE	b.ɛ1.b.i0
BEBER	b.i1.b.ɚ0
BEBITCH	b.ɛ1.b.ɪ0.tʃ
BEBOP	b.i1.b.ɑ2.p
BEBOUT	b.ɪ0.b.u1.t
BEC	b.ɛ1.k
BECALM	b.ɪ0.k.ɑ1.m
BECALMED	b.ɪ0.k.ɑ1.m.d
BECAME	b.ɪ0.k.eɪ1.m
BECAME(1)	b.i0.k.eɪ1.m
BECAUSE	b.ɪ0.k.ɔ1.z
BECAUSE(1)	b.ɪ0.k.ʌ1.z
BECAUSE(2)	b.ɪ0.k.ɑ1.z
BECAUSE(3)	b.ɪ0.k.ʌ0.z
BECCA	b.ɛ1.k.ɑ0
BECERRA	b.ɛ0.tʃ.ɛ1.ɹ.ɑ0
BECERRIL	b.eɪ0.s.ɛ0.ɹ.i1.l
BECHARD	b.ɛ1.k.ɚ0.d
BECHER	b.ɛ1.k.ɚ0
BECHERER	b.ɛ1.k.ɚ0.ɚ0
BECHLER	b.ɛ1.k.l.ɚ0
BECHT	b.ɛ1.k.t
BECHTEL	b.ɛ2.k.t.ɛ1.l
BECHTELSVILLE	b.ɛ0.k.t.ɛ1.l.z.v.ɪ0.l
BECHTHOLD	b.ɛ1.k.θ.oʊ0.l.d
BECHTLE	b.ɛ1.tʃ.t.ʌ0.l
BECHTOL	b.ɛ1.k.t.ʌ0.l
BECHTOLD	b.ɛ1.k.t.oʊ2.l.d
BECK	b.ɛ1.k
BECK'S	b.ɛ1.k.s
BECKA	b.ɛ1.s.k.ʌ0
BECKEL	b.ɛ1.k.ɛ0.l
BECKER	b.ɛ1.k.ɚ0
BECKER'S	b.ɛ1.k.ɚ0.z
BECKERMAN	b.ɛ1.k.ɚ0.m.ʌ0.n
BECKERS	b.ɛ1.k.ɚ0.z
BECKERT	b.ɛ1.k.ɚ0.t
BECKET	b.ɛ1.k.ʌ0.t
BECKETT	b.ɛ1.k.ɪ0.t
BECKFORD	b.ɛ1.k.f.ɔ0.ɹ.d
BECKHAM	b.ɛ1.k.h.æ2.m
BECKI	b.ɛ1.k.i0
BECKIE	b.ɛ1.k.i0
BECKIUS	b.ɛ1.k.i0.ɪ0.s
BECKLER	b.ɛ1.k.l.ɚ0
BECKLES	b.ɛ1.k.ʌ0.l.z
BECKLEY	b.ɛ1.k.l.i0
BECKLUND	b.ɛ1.k.l.ʌ0.n.d
BECKMAN	b.ɛ1.k.m.ʌ0.n
BECKMANN	b.ɛ1.k.m.ʌ0.n
BECKMEYER	b.ɛ1.k.m.aɪ0.ɚ0
BECKNELL	b.ɛ1.k.n.ɛ2.l
BECKNER	b.ɛ1.k.n.ɚ0
BECKOM	b.ɛ1.k.ɑ0.m
BECKON	b.ɛ1.k.ʌ0.n
BECKONED	b.ɛ1.k.ʌ0.n.d
BECKONING	b.ɛ1.k.ʌ0.n.ɪ0.ŋ
BECKONS	b.ɛ1.k.ʌ0.n.z
BECKS	b.ɛ1.k.s
BECKSTEAD	b.ɛ1.k.s.t.ɛ2.d
BECKSTRAND	b.ɛ1.k.s.t.ɹ.æ2.n.d
BECKSTROM	b.ɛ1.k.s.t.ɹ.ɑ0.m
BECKUM	b.ɛ1.k.ʌ0.m
BECKWITH	b.ɛ1.k.w.ɪ2.θ
BECKWITH'S	b.ɛ1.k.w.ɪ2.θ.s
BECKWITT	b.ɛ1.k.w.ɪ2.t
BECKWORTH	b.ɛ1.k.w.ɚ2.θ
BECKWORTH'S	b.ɛ1.k.w.ɚ2.θ.s
BECKY	b.ɛ1.k.i0
BECNEL	b.ɛ1.k.n.ʌ0.l
BECO	b.i1.k.oʊ0
BECOME	b.ɪ0.k.ʌ1.m
BECOMES	b.ɪ0.k.ʌ1.m.z
BECOMING	b.ɪ0.k.ʌ1.m.ɪ0.ŋ
BECOR	b.ɛ1.k.ɔ2.ɹ
BECOR'S	b.ɛ1.k.ɔ2.ɹ.z
BECRAFT	b.i1.k.ɹ.æ0.f.t
BECTON	b.ɛ1.k.t.ʌ0.n
BECVAR	b.ɛ1.k.v.ɚ0
BED	b.ɛ1.d
BEDA	b.eɪ1.d.ʌ0
BEDARD	b.ɪ0.d.ɑ1.ɹ.d
BEDBUG	b.ɛ1.d.b.ʌ0.g
BEDBUGS	b.ɛ1.d.b.ʌ0.g.z
BEDCHAMBER	b.ɛ1.d.tʃ.eɪ2.m.b.ɚ0
BEDDED	b.ɛ1.d.ɪ0.d
BEDDING	b.ɛ1.d.ɪ0.ŋ
BEDDINGFIELD	b.ɛ1.d.ɪ0.ŋ.f.i2.l.d
BEDDOE	b.ɛ1.d.oʊ0
BEDDORS	b.ɛ1.d.ɚ0.z
BEDDOW	b.ɛ1.d.oʊ0
BEDE	b.i1.d
BEDECK	b.ɪ0.d.ɛ1.k
BEDECKED	b.ɪ0.d.ɛ1.k.t
BEDEL	b.ɪ0.d.ɛ1.l
BEDELL	b.ɛ1.d.ʌ0.l
BEDENBAUGH	b.ɛ1.d.ɪ0.n.b.aʊ0
BEDEVIL	b.ɪ0.d.ɛ1.v.ʌ0.l
BEDEVILED	b.ɪ0.d.ɛ1.v.ʌ0.l.d
BEDFELLOW	b.ɛ1.d.f.ɛ2.l.oʊ0
BEDFELLOWS	b.ɛ1.d.f.ɛ2.l.oʊ0.z
BEDFORD	b.ɛ1.d.f.ɚ0.d
BEDGOOD	b.ɛ1.d.g.ʊ2.d
BEDIENT	b.i1.d.j.ɪ0.n.t
BEDINGER	b.ɛ1.d.ɪ0.ŋ.ɚ0
BEDINGFIELD	b.ɛ1.d.ɪ0.ŋ.f.i2.l.d
BEDKE	b.ɛ1.d.k.i0
BEDLAM	b.ɛ1.d.l.ʌ0.m
BEDLINGTON	b.ɛ1.d.l.ɪ0.ŋ.t.ʌ0.n
BEDMINSTER	b.ɛ1.d.m.ɪ0.n.s.t.ɚ0
BEDNAR	b.ɛ1.d.n.ɚ0
BEDNARCZYK	b.ɛ1.d.n.ɚ0.tʃ.ɪ0.k
BEDNAREK	b.ɛ1.d.n.ɑ0.ɹ.ɛ0.k
BEDNARIK	b.ɛ1.d.n.ɑ0.ɹ.ɪ0.k
BEDNARSKI	b.ɛ1.d.n.ɑ0.ɹ.s.k.i0
BEDNARZ	b.ɛ1.d.n.ɑ0.ɹ.z
BEDNER	b.ɛ1.d.n.ɚ0
BEDNORZ	b.ɛ1.d.n.ɔ0.ɹ.z
BEDOLLA	b.ɛ0.d.oʊ1.l.ʌ0
BEDORE	b.ɛ1.d.ɔ2.ɹ
BEDOUIN	b.ɛ1.d.oʊ0.ʌ0.n
BEDOUIN(1)	b.ɛ1.d.u0.ɪ2.n
BEDOUIN(2)	b.ɛ1.d.ʌ0.w.ʌ0.n
BEDOUINS	b.ɛ1.d.oʊ0.ʌ0.n.z
BEDOUINS(1)	b.ɛ1.d.u0.ɪ2.n.z
BEDOUINS(2)	b.ɛ1.d.ʌ0.w.ʌ0.n.z
BEDOYA	b.eɪ0.d.ɔɪ1.ʌ0
BEDPAN	b.ɛ1.d.p.æ2.n
BEDPANS	b.ɛ1.d.p.æ2.n.z
BEDRAGGLE	b.ɪ0.d.ɹ.æ1.g.ʌ0.l
BEDRAGGLED	b.ɪ0.d.ɹ.æ1.g.ʌ0.l.d
BEDRIDDEN	b.ɛ1.d.ɹ.ɪ2.d.ʌ0.n
BEDROCK	b.ɛ1.d.ɹ.ɑ2.k
BEDROOM	b.ɛ1.d.ɹ.u2.m
BEDROOMS	b.ɛ1.d.ɹ.u2.m.z
BEDROSIAN	b.ɛ0.d.ɹ.ɑ1.ʒ.ɪ0.n
BEDROSIAN(1)	b.ʌ0.d.ɹ.oʊ1.z.i0.ʌ0.n
BEDS	b.ɛ1.d.z
BEDSAUL	b.ɛ1.d.s.ɔ0.l
BEDSIDE	b.ɛ1.d.s.aɪ2.d
BEDSOLE	b.ɛ1.d.s.oʊ2.l
BEDSPREAD	b.ɛ1.d.s.p.ɹ.ɛ2.d
BEDSTRAW	b.ɛ1.d.s.t.ɹ.ɔ2
BEDTIME	b.ɛ1.d.t.aɪ2.m
BEDWELL	b.ɛ1.d.w.ɛ2.l
BEE	b.i1
BEE'S	b.i1.z
BEEBA'S	b.i1.b.ʌ0.z
BEEBE	b.i1.b.i2
BEEBE'S	b.i1.b.i2.z
BEEBES	b.i1.b.i2.z
BEEBOWER	b.i1.b.oʊ2.ɚ0
BEEBOWER(1)	b.i1.b.aʊ2.ɚ0
BEEBY	b.i1.b.i0
BEECH	b.i1.tʃ
BEECHAM	b.i1.tʃ.ʌ0.m
BEECHAM'S	b.i1.tʃ.ʌ0.m.z
BEECHCRAFT	b.i1.tʃ.k.ɹ.æ2.f.t
BEECHER	b.i1.tʃ.ɚ0
BEECHLER	b.i1.tʃ.l.ɚ0
BEECHWOOD	b.i1.tʃ.w.ʊ2.d
BEECHY	b.i1.tʃ.i0
BEECK	b.i1.k
BEECROFT	b.i1.k.ɹ.ɔ2.f.t
BEEDE	b.i1.d
BEEDIE	b.i1.d.i0
BEEDLE	b.i1.d.ʌ0.l
BEEDY	b.i1.d.i0
BEEF	b.i1.f
BEEFEATER	b.i1.f.i2.t.ɚ0
BEEFED	b.i1.f.t
BEEFERMAN	b.i1.f.ɚ0.m.ʌ0.n
BEEFING	b.i1.f.ɪ0.ŋ
BEEFS	b.i1.f.s
BEEFSTEAK	b.i1.f.s.t.eɪ2.k
BEEFY	b.i1.f.i0
BEEGHLY	b.i1.g.l.i0
BEEGLE	b.i1.g.ʌ0.l
BEEHIVE	b.i1.h.aɪ2.v
BEEHLER	b.i1.l.ɚ0
BEEK	b.i1.k
BEEKEEPER	b.i1.k.i2.p.ɚ0
BEEKEEPERS	b.i1.k.i2.p.ɚ0.z
BEEKEEPING	b.i1.k.i2.p.ɪ0.ŋ
BEEKER	b.i1.k.ɚ0
BEEKMAN	b.i1.k.m.ʌ0.n
BEEKS	b.i1.k.s
BEEL	b.i1.l
BEELER	b.i1.l.ɚ0
BEEM	b.i1.m
BEEMAN	b.i1.m.ʌ0.n
BEEMER	b.i1.m.ɚ0
BEEN	b.ɪ1.n
BEEN(1)	b.ʌ0.n
BEEN(2)	b.ɪ0.n
BEENE	b.i1.n
BEENEY	b.i1.n.i0
BEENKEN	b.i1.ŋ.k.ʌ0.n
BEENS	b.ɪ1.n.z
BEEP	b.i1.p
BEEPED	b.i1.p.t
BEEPER	b.i1.p.ɚ0
BEEPERS	b.i1.p.ɚ0.z
BEEPING	b.i1.p.ɪ0.ŋ
BEEPS	b.i1.p.s
BEER	b.ɪ1.ɹ
BEER'S	b.i1.ɹ.z
BEERBOWER	b.ɪ1.ɹ.b.oʊ0.ɚ0
BEERMAN	b.ɪ1.ɹ.m.ʌ0.n
BEERS	b.ɪ1.ɹ.z
BEERS'	b.ɪ1.ɹ.z
BEERS'S	b.ɪ1.ɹ.z.ɪ0.z
BEERY	b.ɪ1.ɹ.i0
BEES	b.i1.z
BEESE	b.i1.z
BEESLEY	b.i1.z.l.i0
BEESON	b.i1.z.ʌ0.n
BEET	b.i1.t
BEETHOVEN	b.eɪ1.t.oʊ0.v.ʌ0.n
BEETHOVEN'S	b.eɪ1.t.oʊ0.v.ʌ0.n.z
BEETHOVENIAN	b.eɪ2.t.oʊ0.v.i1.n.i0.ʌ0.n
BEETLE	b.i1.t.ʌ0.l
BEETLEJUICE	b.i1.t.ʌ0.l.dʒ.u2.s
BEETLES	b.i1.t.ʌ0.l.z
BEETON	b.i1.t.ʌ0.n
BEETS	b.i1.t.s
BEEVER	b.i1.v.ɚ0
BEEVERS	b.i1.v.ɚ0.z
BEEZLEY	b.i1.z.l.i0
BEFALL	b.ɪ0.f.ɔ1.l
BEFALLEN	b.ʌ0.f.ɑ1.l.ʌ0.n
BEFALLS	b.ɪ0.f.ɔ1.l.z
BEFALTO	b.ʌ0.f.ɑ1.l.t.oʊ0
BEFELL	b.ɪ0.f.ɛ1.l
BEFFA	b.ɪ2.f.ɑ1
BEFIT	b.ɪ0.f.ɪ1.t
BEFITS	b.ɪ0.f.ɪ1.t.s
BEFITTING	b.ɪ0.f.ɪ1.t.ɪ0.ŋ
BEFORE	b.ɪ0.f.ɔ1.ɹ
BEFORE(1)	b.i2.f.ɔ1.ɹ
BEFOREHAND	b.ɪ0.f.ɔ1.ɹ.h.æ2.n.d
BEFORT	b.ɛ1.f.ɚ0.t
BEFRIEND	b.ɪ0.f.ɹ.ɛ1.n.d
BEFRIENDED	b.ɪ0.f.ɹ.ɛ1.n.d.ɪ0.d
BEFRIENDING	b.ɪ0.f.ɹ.ɛ1.n.d.ɪ0.ŋ
BEFRIENDS	b.ɪ0.f.ɹ.ɛ1.n.d.z
BEFUDDLE	b.ɪ0.f.ʌ1.d.ʌ0.l
BEFUDDLED	b.ɪ0.f.ʌ1.d.ʌ0.l.d
BEFUDDLES	b.ɪ0.f.ʌ1.d.ʌ0.l.z
BEG	b.ɛ1.g
BEGAJAH	b.ɛ0.g.ɑ1.dʒ.ʌ0
BEGALA	b.ɛ0.g.ɑ1.l.ʌ0
BEGALA'S	b.ɛ0.g.ɑ1.l.ʌ0.z
BEGAN	b.ɪ0.g.æ1.n
BEGAN(1)	b.i0.g.æ1.n
BEGAT	b.ɪ0.g.æ1.t
BEGAY	b.ɛ1.g.eɪ0
BEGEL	b.eɪ1.g.ʌ0.l
BEGELMAN	b.eɪ1.g.ʌ0.l.m.ʌ0.n
BEGEMAN	b.i1.g.m.ʌ0.n
BEGER	b.ɛ1.g.ɚ0
BEGET	b.ɪ0.g.ɛ1.t
BEGETS	b.ɪ0.g.ɛ1.t.s
BEGETTING	b.ɪ0.g.ɛ1.t.ɪ0.ŋ
BEGG	b.ɛ1.g
BEGGAR	b.ɛ1.g.ɚ0
BEGGARS	b.ɛ1.g.ɚ0.z
BEGGED	b.ɛ1.g.d
BEGGING	b.ɛ1.g.ɪ0.ŋ
BEGGS	b.ɛ1.g.z
BEGHIN	b.ɛ1.g.ɪ0.n
BEGIN	b.ɪ0.g.ɪ1.n
BEGIN'S	b.ɪ0.g.ɪ1.n.z
BEGINNER	b.ɪ0.g.ɪ1.n.ɚ0
BEGINNER'S	b.ɪ0.g.ɪ1.n.ɚ0.z
BEGINNERS	b.ɪ0.g.ɪ1.n.ɚ0.z
BEGINNING	b.ɪ0.g.ɪ1.n.ɪ0.ŋ
BEGINNINGS	b.ɪ0.g.ɪ1.n.ɪ0.ŋ.z
BEGINS	b.ɪ0.g.ɪ1.n.z
BEGLEITER	b.ɛ1.g.l.aɪ2.t.ɚ0
BEGLEITER'S	b.ɛ1.g.l.aɪ2.t.ɚ0.z
BEGLEY	b.ɛ1.g.l.i0
BEGNAUD	b.ɪ0.g.n.oʊ1
BEGNOCHE	b.ɛ0.g.n.oʊ1.k.i0
BEGONIA	b.ɪ0.g.oʊ1.n.j.ʌ0
BEGONIAS	b.ɪ0.g.oʊ1.n.j.ʌ0.z
BEGOT	b.i0.g.ɔ1.t
BEGOTTEN	b.i0.g.ɔ1.t.ɪ0.n
BEGRUDGE	b.ɪ0.g.ɹ.ʌ1.dʒ
BEGS	b.ɛ1.g.z
BEGUE	b.eɪ1.g
BEGUELIN	b.eɪ1.g.ʌ0.l.ɪ0.n
BEGUILE	b.ɪ0.g.aɪ1.l
BEGUILED	b.ɪ0.g.aɪ1.l.d
BEGUILING	b.ɪ0.g.aɪ1.l.ɪ0.ŋ
BEGUN	b.ɪ0.g.ʌ1.n
BEGUN(1)	b.eɪ1.g.ʌ0.n
BEHALF	b.ɪ0.h.æ1.f
BEHAN	b.ɛ1.h.ʌ0.n
BEHAR	b.ɛ1.h.ɚ0
BEHAVE	b.ɪ0.h.eɪ1.v
BEHAVED	b.ɪ0.h.eɪ1.v.d
BEHAVES	b.ɪ0.h.eɪ1.v.z
BEHAVING	b.ɪ0.h.eɪ1.v.ɪ0.ŋ
BEHAVIOR	b.ɪ0.h.eɪ1.v.j.ɚ0
BEHAVIORAL	b.ɪ0.h.eɪ1.v.j.ɚ0.ʌ0.l
BEHAVIORAL(1)	b.i0.h.eɪ1.v.j.ɚ0.ʌ0.l
BEHAVIORALLY	b.i0.h.eɪ1.v.j.ɚ0.ʌ0.l.i0
BEHAVIORIST	b.ɪ0.h.eɪ1.v.j.ɚ0.ɪ0.s.t
BEHAVIORISTS	b.ɪ0.h.eɪ1.v.j.ɚ0.ɪ0.s.t.s
BEHAVIORS	b.ɪ0.h.eɪ1.v.j.ɚ0.z
BEHAVIOUR	b.ɪ0.h.eɪ1.v.j.ɚ0
BEHAVIOURS	b.ɪ0.h.eɪ1.v.j.ɚ0.z
BEHEAD	b.ɪ0.h.ɛ1.d
BEHEAD(1)	b.i0.h.ɛ1.d
BEHEADED	b.ɪ0.h.ɛ1.d.ɪ0.d
BEHEADING	b.ɪ0.h.ɛ1.d.ɪ0.ŋ
BEHEADINGS	b.ɪ0.h.ɛ1.d.ɪ0.ŋ.z
BEHELD	b.i0.h.ɛ1.l.d
BEHELER	b.ɛ1.h.ʌ0.l.ɚ0
BEHEMOTH	b.ʌ0.h.i1.m.ʌ0.θ
BEHEMOTH(1)	b.i1.h.ʌ0.m.ʌ0.θ
BEHEMOTHS	b.ɪ0.h.i1.m.ʌ0.θ.s
BEHEST	b.ɪ0.h.ɛ1.s.t
BEHIND	b.ɪ0.h.aɪ1.n.d
BEHINDS	b.ɪ0.h.aɪ1.n.d.z
BEHL	b.ɛ1.l
BEHLE	b.ɛ1.h.ʌ0.l
BEHLER	b.ɛ1.l.ɚ0
BEHLING	b.ɛ1.l.ɪ0.ŋ
BEHLKE	b.ɛ1.l.k
BEHM	b.ɛ1.m
BEHMER	b.ɛ1.m.ɚ0
BEHN	b.ɛ1.n
BEHNE	b.ɛ1.n
BEHNER	b.ɛ1.n.ɚ0
BEHNEY	b.ɛ1.n.i0
BEHNING	b.ɛ1.n.ɪ0.ŋ
BEHNKE	b.ɛ1.ŋ.k
BEHNKEN	b.ɛ1.ŋ.k.ʌ0.n
BEHOF	b.i1.h.ɑ0.f
BEHOFF	b.i1.h.ɑ0.f
BEHOLD	b.ɪ0.h.oʊ1.l.d
BEHOLDEN	b.ɪ0.h.oʊ1.l.d.ʌ0.n
BEHOLDER	b.i0.h.oʊ1.l.d.ɚ0
BEHOLDING	b.ɪ0.h.oʊ1.l.d.ɪ0.ŋ
BEHOOVE	b.ɪ0.h.u1.v
BEHOOVES	b.ɪ0.h.u1.v.z
BEHR	b.ɛ1.ɹ
BEHREND	b.ɛ1.ɹ.ɛ0.n.d
BEHRENDS	b.ɛ1.ɹ.ɛ0.n.d.z
BEHRENDT	b.ɛ1.ɹ.ɪ0.n.t
BEHRENS	b.ɛ1.ɹ.ʌ0.n.z
BEHRING	b.ɛ1.ɹ.ɪ0.ŋ
BEHRINGER	b.ɛ1.ɹ.ɪ0.ŋ.ɚ0
BEHRINGWERKE	b.ɛ1.ɹ.ɪ2.ŋ.w.ɚ0.k
BEHRLE	b.ɛ1.ɹ.ʌ0.l
BEHRMAN	b.ɛ1.ɹ.m.ʌ0.n
BEHRMANN	b.ɛ1.ɹ.m.ʌ0.n
BEHRNS	b.ɛ1.ɹ.n.z
BEHUNIN	b.ɛ1.h.ʌ0.n.ɪ0.n
BEHYMER	b.ɛ1.h.aɪ2.m.ɚ0
BEIDAIHE	b.aɪ2.d.eɪ1.h.i0
BEIDLEMAN	b.aɪ1.d.ʌ0.l.m.ʌ0.n
BEIDLER	b.aɪ1.d.ʌ0.l.ɚ0
BEIDLER(1)	b.aɪ1.d.l.ɚ0
BEIER	b.aɪ1.ɚ0
BEIERLE	b.aɪ1.ɚ0.ʌ0.l
BEIERSDORF	b.aɪ1.ɹ.z.d.ɔ2.ɹ.f
BEIGE	b.eɪ1.ʒ
BEIGE'S	b.eɪ1.ʒ.ʌ0.z
BEIGEL	b.aɪ1.g.ʌ0.l
BEIGES	b.eɪ1.ʒ.ʌ0.z
BEIGHLEY	b.eɪ1.g.l.i0
BEIGHTOL	b.eɪ1.t.ʌ0.l
BEIJER	b.aɪ1.ɹ
BEIJING	b.eɪ2.ʒ.ɪ1.ŋ
BEIJING'S	b.eɪ2.ʒ.ɪ1.ŋ.z
BEIL	b.i1.l
BEILENSON	b.aɪ1.l.ʌ0.n.s.ʌ0.n
BEILER	b.aɪ1.l.ɚ0
BEILFUSS	b.aɪ1.l.f.ʌ0.s
BEILIN	b.ɛ1.l.ɪ0.n
BEILIN(1)	b.eɪ1.l.ɪ0.n
BEILKE	b.i1.l.k
BEILMAN	b.aɪ1.l.m.ʌ0.n
BEIM	b.aɪ1.m
BEIN	b.i1.n
BEIN'	b.i1.ɪ0.n
BEINE	b.i1.n
BEING	b.i1.ɪ0.ŋ
BEING'S	b.i1.ɪ0.ŋ.z
BEINGS	b.i1.ɪ0.ŋ.z
BEINY	b.aɪ1.n.i0
BEIRA	b.eɪ1.ɹ.ʌ0
BEIRNE	b.ɪ1.ɹ.n
BEIRUT	b.eɪ0.ɹ.u1.t
BEIRUT'S	b.eɪ0.ɹ.u1.t.s
BEISEL	b.aɪ1.s.ʌ0.l
BEISER	b.aɪ1.s.ɚ0
BEISNER	b.aɪ1.s.n.ɚ0
BEISSEL	b.aɪ1.s.ʌ0.l
BEISWENGER	b.aɪ1.s.w.ɪ0.n.dʒ.ɚ0
BEIT	b.eɪ1.t
BEIT(1)	b.aɪ1.t
BEITEL	b.aɪ1.t.ʌ0.l
BEITER	b.aɪ1.t.ɚ0
BEITLER	b.aɪ1.t.ʌ0.l.ɚ0
BEITLER(1)	b.aɪ1.t.l.ɚ0
BEITZ	b.i1.t.s
BEITZEL	b.aɪ1.t.z.ʌ0.l
BEJAR	b.eɪ0.j.ɑ1.ɹ
BEJARANO	b.eɪ0.j.ɑ0.ɹ.ɑ1.n.oʊ0
BEKAA	b.ɛ0.k.ɑ1
BEKAA(1)	b.ʌ0.k.ɑ1
BEKAERT	b.ʌ0.k.ɛ1.ɹ.t
BEKER	b.ɛ1.k.ɚ0
BEKER'S	b.ɛ1.k.ɚ0.z
BEKINS	b.i1.k.ɪ0.n.z
BEKKER	b.ɛ1.k.ɚ0
BEKKI	b.ɛ1.k.i0
BEL	b.ɛ1.l
BEL'C	b.ɛ1.l.k
BELA	b.ɛ1.l.ʌ0
BELABOR	b.ɪ0.l.eɪ1.b.ɚ0
BELABORED	b.ɪ0.l.eɪ1.b.ɚ0.d
BELABORES	b.ɪ0.l.eɪ1.b.ɚ0.z
BELABORING	b.ɪ0.l.eɪ1.b.ɚ0.ɪ0.ŋ
BELABORS	b.ɪ0.l.eɪ1.b.ɚ0.z
BELADUR	b.ɛ2.l.ʌ0.d.ʊ1.ɹ
BELADUR'S	b.ɛ2.l.ʌ0.d.ʊ1.ɹ.z
BELAFONTE	b.ɛ2.l.ʌ0.f.ɑ1.n.t.i0
BELAIR	b.ɪ0.l.ɛ1.ɹ
BELAIR(1)	b.ɛ0.l.ɛ1.ɹ
BELAIRE	b.ʌ0.l.ɛ1.ɹ
BELAK	b.ɛ1.l.ʌ0.k
BELAND	b.ɛ1.l.ʌ0.n.d
BELANGER	b.ɛ1.l.ʌ0.ŋ.ɚ0
BELANOFF	b.ɛ1.l.ʌ0.n.ɔ0.f
BELARUS	b.ɛ2.l.ɑ0.ɹ.ʊ1.s
BELASCO	b.ɛ0.l.ɑ1.s.k.oʊ0
BELATE	b.ɪ0.l.eɪ1.t
BELATED	b.ɪ0.l.eɪ1.t.ɪ0.d
BELATEDLY	b.ɪ0.l.eɪ1.t.ʌ0.d.l.i0
BELCASTRO	b.ɛ0.l.k.æ1.s.t.ɹ.oʊ0
BELCH	b.ɛ1.l.tʃ
BELCHED	b.ɛ1.l.tʃ.t
BELCHER	b.ɛ1.l.tʃ.ɚ0
BELCHING	b.ɛ1.l.tʃ.ɪ0.ŋ
BELCOURT	b.ɛ1.l.k.ɔ2.ɹ.t
BELDEN	b.ɛ1.l.d.ʌ0.n
BELDIN	b.ɛ1.l.d.ɪ0.n
BELDING	b.ɛ1.l.d.ɪ0.ŋ
BELDOCK	b.ɛ1.l.d.ɑ2.k
BELDON	b.ɛ1.l.d.ʌ0.n
BELEAGUER	b.ɪ0.l.i1.g.ɚ0
BELEAGUERED	b.ɪ0.l.i1.g.ɚ0.d
BELEAGUERING	b.ɪ0.l.i1.g.ɚ0.ɪ0.ŋ
BELEFIVILLE	b.ʌ0.l.ɛ1.f.ʌ0.v.ɪ2.l
BELEM	b.ɛ2.l.ɛ1.m
BELEN	b.ɛ1.l.ʌ0.n
BELET	b.ɛ1.l.ʌ0.t
BELEW	b.ɛ1.l.u0
BELFAST	b.ɛ1.l.f.æ2.s.t
BELFER	b.ɛ1.l.f.ɚ0
BELFIELD	b.ɛ1.l.f.i2.l.d
BELFIORE	b.ɛ0.l.f.i0.ɔ1.ɹ.i0
BELFLOWER	b.ɛ1.l.f.l.aʊ2.ɚ0
BELFORD	b.ɛ1.l.f.ɚ0.d
BELFRY	b.ɛ1.l.f.ɹ.i0
BELGACOM	b.ɛ1.l.g.ʌ0.k.ɑ0.m
BELGACOM(1)	b.ɛ1.l.dʒ.ʌ0.k.ɑ0.m
BELGARD	b.ɛ0.l.g.ɑ1.ɹ.d
BELGARDE	b.ɛ0.l.g.ɑ1.ɹ.d.i0
BELGE	b.ɛ1.l.dʒ.i0
BELGER	b.ɛ1.l.g.ɚ0
BELGIAN	b.ɛ1.l.dʒ.ʌ0.n
BELGIANS	b.ɛ1.l.dʒ.ʌ0.n.z
BELGIQUE	b.ɛ0.l.ʒ.i1.k
BELGIQUE'S	b.ɛ0.l.dʒ.i1.k.s
BELGIUM	b.ɛ1.l.dʒ.ʌ0.m
BELGIUM'S	b.ɛ1.l.dʒ.ʌ0.m.z
BELGO	b.ɛ1.l.g.oʊ2
BELGRADE	b.ɛ1.l.g.ɹ.eɪ0.d
BELGRADE(1)	b.ɛ1.l.g.ɹ.ɑ2.d
BELGRADE'S	b.ɛ1.l.g.ɹ.eɪ0.d.z
BELGRADE'S(1)	b.ɛ1.l.g.ɹ.ɑ2.d.z
BELGRAVE	b.ɛ1.l.g.ɹ.eɪ2.v
BELI	b.ɛ1.l.i0
BELICH	b.ɛ1.l.ɪ0.k
BELIE	b.ɪ0.l.aɪ1
BELIED	b.ɪ0.l.aɪ1.d
BELIEF	b.ɪ0.l.i1.f
BELIEFS	b.ɪ0.l.i1.f.s
BELIER	b.ɛ1.l.j.ɚ0
BELIES	b.ɪ0.l.aɪ1.z
BELIEVABILITY	b.ʌ0.l.i2.v.ʌ0.b.ɪ1.l.ɪ0.t.i0
BELIEVABLE	b.ʌ0.l.i1.v.ʌ0.b.ʌ0.l
BELIEVE	b.ɪ0.l.i1.v
BELIEVED	b.ɪ0.l.i1.v.d
BELIEVER	b.ɪ0.l.i1.v.ɚ0
BELIEVERS	b.ɪ0.l.i1.v.ɚ0.z
BELIEVES	b.ɪ0.l.i1.v.z
BELIEVING	b.ɪ0.l.i1.v.ɪ0.ŋ
BELIGERENCE	b.ʌ0.l.ɪ1.dʒ.ɚ0.ʌ0.n.s
BELIGERENT	b.ʌ0.l.ɪ1.dʒ.ɚ0.ʌ0.n.t
BELIN	b.ɛ1.l.ɪ0.n
BELINDA	b.ɛ0.l.ɪ1.n.d.ʌ0
BELINSKY	b.ɛ0.l.ɪ1.n.s.k.i0
BELISLE	b.ɛ0.l.aɪ1.ʌ0.l
BELITTLE	b.ɪ0.l.ɪ1.t.ʌ0.l
BELITTLED	b.ɪ0.l.ɪ1.t.ʌ0.l.d
